Tiempo(s),Pitch(rad),Roll(rad),Yaw(rad)
3979.88,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3979.93,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3979.98,0.0,-0.007,0.007,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3980.03,0.0,-0.007,0.007,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3980.08,0.0,-0.007,0.007,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3980.13,0.0,-0.007,0.007,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3980.18,0.0,-0.007,0.007,-0.001,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3980.23,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3980.28,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3980.33,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3980.38,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3980.43,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3980.48,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3980.53,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3980.58,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3980.63,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3980.68,0.0,-0.007,0.007,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3980.73,0.0,-0.007,0.007,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3980.78,-0.0,-0.007,0.007,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
3980.83,0.0,-0.007,0.007,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
3980.88,0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
3980.93,-0.0,-0.007,0.007,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
3980.98,0.0,-0.007,0.007,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3981.03,-0.0,-0.007,0.007,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3981.08,0.0,-0.007,0.007,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
3981.13,0.0,-0.007,0.007,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
3981.18,0.0,-0.007,0.007,-0.001,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
3981.23,0.0,-0.007,0.007,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
3981.28,0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3981.33,0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3981.38,0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3981.43,0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3981.48,0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3981.53,0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3981.58,0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3981.63,-0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3981.68,-0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3981.73,-0.0,-0.007,0.007,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3981.78,-0.0,-0.007,0.007,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3981.83,-0.0,-0.007,0.007,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3981.88,-0.0,-0.007,0.007,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3981.93,-0.0,-0.007,0.007,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3981.98,-0.0,-0.007,0.007,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3982.03,-0.0,-0.007,0.008,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3982.08,-0.0,-0.007,0.008,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3982.13,-0.0,-0.007,0.008,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3982.18,-0.0,-0.007,0.008,-0.002,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3982.23,-0.0,-0.007,0.008,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3982.28,-0.0,-0.007,0.008,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3982.33,-0.0,-0.007,0.008,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3982.38,-0.0,-0.007,0.008,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3982.43,-0.0,-0.007,0.008,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
3982.48,-0.0,-0.007,0.008,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
3982.53,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
3982.58,-0.0,-0.007,0.008,0.0,0.0,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
3982.63,-0.0,-0.007,0.008,0.0,0.0,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.03
3982.68,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.03
3982.73,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
3982.78,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
3982.83,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
3982.88,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
3982.93,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3982.98,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3983.03,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
3983.08,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
3983.13,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
3983.18,-0.0,-0.007,0.008,0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
3983.23,-0.0,-0.007,0.008,0.0,0.006,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3983.28,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3983.33,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3983.38,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3983.43,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3983.48,-0.0,-0.007,0.008,0.0,0.005,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3983.53,-0.0,-0.007,0.008,0.0,0.005,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3983.58,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3983.63,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3983.68,-0.0,-0.007,0.008,0.0,0.006,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3983.73,-0.0,-0.007,0.008,0.0,0.006,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3983.78,-0.0,-0.007,0.008,0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3983.83,-0.0,-0.007,0.008,0.0,0.005,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3983.88,-0.0,-0.007,0.008,0.0,0.005,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3983.93,-0.0,-0.007,0.008,0.0,0.005,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3983.98,-0.0,-0.007,0.008,0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3984.03,-0.0,-0.007,0.008,0.0,0.005,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3984.08,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3984.13,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3984.18,-0.0,-0.007,0.008,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3984.23,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3984.28,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3984.33,-0.0,-0.007,0.008,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3984.38,-0.0,-0.007,0.008,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3984.43,-0.0,-0.007,0.008,0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3984.48,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3984.53,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3984.58,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3984.63,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3984.68,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3984.73,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3984.78,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3984.83,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3984.88,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3984.93,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3984.98,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3985.03,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3985.08,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3985.13,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3985.18,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3985.23,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3985.28,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3985.33,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3985.38,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
3985.43,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3985.48,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3985.53,-0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3985.58,0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3985.63,0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3985.68,0.0,-0.007,0.008,0.0,0.0,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3985.73,0.0,-0.007,0.008,0.0,0.0,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3985.78,0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3985.83,0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3985.88,0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3985.93,0.0,-0.007,0.008,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3985.98,0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
3986.03,0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
3986.08,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3986.13,-0.0,-0.007,0.008,0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3986.18,-0.0,-0.007,0.008,-0.001,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3986.23,-0.0,-0.007,0.008,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3986.28,-0.0,-0.007,0.008,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3986.33,-0.0,-0.007,0.008,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3986.38,-0.0,-0.007,0.009,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3986.43,-0.0,-0.007,0.009,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3986.48,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3986.53,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3986.58,-0.0,-0.007,0.009,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3986.63,-0.0,-0.007,0.009,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3986.68,-0.0,-0.007,0.009,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3986.73,-0.0,-0.007,0.009,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3986.78,-0.0,-0.007,0.009,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3986.83,-0.0,-0.007,0.009,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
3986.88,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
3986.93,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
3986.98,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
3987.03,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3987.08,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3987.13,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3987.18,-0.0,-0.007,0.009,-0.002,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3987.23,-0.0,-0.007,0.009,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3987.28,-0.0,-0.007,0.009,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3987.33,-0.0,-0.007,0.009,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3987.38,-0.0,-0.007,0.009,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3987.43,-0.0,-0.007,0.009,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3987.48,-0.0,-0.007,0.009,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3987.53,-0.0,-0.007,0.009,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3987.58,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3987.63,-0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3987.68,0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3987.73,0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3987.78,0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
3987.83,0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3987.88,0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3987.93,0.0,-0.007,0.009,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3987.98,0.0,-0.006,0.009,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
3988.03,0.0,-0.006,0.009,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3988.08,0.0,-0.006,0.009,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3988.13,0.0,-0.006,0.009,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3988.18,0.0,-0.006,0.009,-0.002,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3988.23,0.0,-0.006,0.009,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3988.28,0.0,-0.006,0.009,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3988.33,0.0,-0.006,0.009,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3988.38,0.0,-0.006,0.009,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3988.43,0.0,-0.006,0.009,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3988.48,0.0,-0.006,0.009,-0.0,0.007,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3988.53,-0.0,-0.006,0.009,-0.0,0.007,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
3988.58,-0.0,-0.006,0.009,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
3988.63,-0.0,-0.006,0.009,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3988.68,-0.0,-0.006,0.009,-0.0,0.007,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
3988.73,-0.0,-0.006,0.009,-0.0,0.007,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3988.78,-0.0,-0.006,0.009,-0.0,0.007,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
3988.83,-0.0,-0.006,0.009,-0.0,0.007,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3988.88,-0.0,-0.006,0.009,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3988.93,-0.0,-0.006,0.008,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
3988.98,-0.0,-0.007,0.008,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
3989.03,-0.0,-0.007,0.008,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
3989.08,-0.0,-0.007,0.008,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
