Tiempo(s),Pitch(rad),Roll(rad),Yaw(rad)
1224.78,-0.001,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1224.83,-0.001,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1224.88,-0.001,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1224.93,-0.001,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1224.98,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1225.03,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1225.08,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1225.13,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
1225.18,-0.001,0.0,0.002,-0.003,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1225.23,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1225.28,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
1225.33,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1225.38,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1225.43,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1225.48,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1225.53,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1225.58,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1225.63,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1225.68,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1225.73,-0.001,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1225.78,-0.001,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1225.83,-0.001,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1225.88,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1225.93,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1225.98,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.03,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.08,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.13,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.18,-0.001,0.0,0.002,-0.003,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1226.23,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1226.28,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.33,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.38,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1226.43,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1226.48,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1226.53,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1226.58,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1226.63,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1226.68,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1226.73,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1226.78,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.83,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.88,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.93,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1226.98,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1227.03,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1227.08,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1227.13,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1227.18,-0.0,0.0,0.002,-0.002,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1227.23,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1227.28,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1227.33,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1227.38,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1227.43,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1227.48,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1227.53,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1227.58,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1227.63,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1227.68,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1227.73,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1227.78,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1227.83,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1227.88,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1227.93,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1227.98,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1228.03,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1228.08,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1228.13,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1228.18,-0.0,0.0,0.002,-0.002,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1228.23,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1228.28,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1228.33,-0.0,0.0,0.002,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1228.38,-0.0,0.0,0.003,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1228.43,-0.0,0.0,0.003,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1228.48,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1228.53,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1228.58,-0.0,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1228.63,-0.0,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1228.68,-0.0,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1228.73,-0.0,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1228.78,-0.0,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1228.83,-0.0,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1228.88,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1228.93,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1228.98,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1229.03,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1229.08,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1229.13,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1229.18,-0.0,0.0,0.003,-0.001,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1229.23,-0.0,0.0,0.003,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1229.28,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1229.33,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1229.38,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1229.43,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1229.48,-0.0,0.0,0.003,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1229.53,-0.0,0.0,0.003,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1229.58,-0.0,0.0,0.003,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1229.63,-0.0,0.0,0.003,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1229.68,-0.0,0.0,0.003,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1229.73,-0.0,0.0,0.003,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1229.78,-0.0,0.0,0.003,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1229.83,-0.0,0.0,0.003,-0.0,0.006,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1229.88,-0.0,0.0,0.003,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1229.93,-0.0,0.0,0.003,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1229.98,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1230.03,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1230.08,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1230.13,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1230.18,-0.0,0.0,0.003,-0.002,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1230.23,-0.0,0.0,0.003,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1230.28,-0.0,0.0,0.003,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1230.33,-0.0,0.0,0.003,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1230.38,-0.0,0.0,0.003,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1230.43,-0.0,0.0,0.003,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1230.48,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1230.53,-0.0,0.0,0.003,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1230.58,-0.0,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1230.63,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1230.68,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1230.73,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1230.78,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1230.83,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1230.88,-0.0,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1230.93,-0.0,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1230.98,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.03,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1231.08,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1231.13,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.18,-0.0,0.0,0.002,-0.002,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1231.23,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1231.28,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1231.33,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1231.38,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.43,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.48,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1231.53,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1231.58,-0.0,0.0,0.003,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.63,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.68,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.73,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.78,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.83,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1231.88,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1231.93,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1231.98,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1232.03,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1232.08,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1232.13,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1232.18,-0.001,0.0,0.002,-0.003,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1232.23,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1232.28,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1232.33,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1232.38,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1232.43,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
1232.48,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1232.53,-0.0,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1232.58,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1232.63,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1232.68,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1232.73,-0.0,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1232.78,-0.0,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1232.83,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1232.88,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1232.93,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1232.98,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1233.03,-0.001,0.0,0.002,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1233.08,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1233.13,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1233.18,-0.001,0.0,0.002,-0.002,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1233.23,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1233.28,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1233.33,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1233.38,-0.001,0.0,0.002,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1233.43,-0.001,0.0,0.002,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1233.48,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1233.53,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1233.58,-0.001,0.0,0.002,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1233.63,-0.001,0.0,0.002,-0.0,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1233.68,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1233.73,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1233.78,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1233.83,-0.001,0.0,0.002,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1233.88,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1233.93,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1233.98,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1234.03,-0.001,0.0,0.002,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
